timestamp,attackerIP,victimIP,attackerPort,victimPort,attackerAsset,victimAsset,eventName,eventType,attackerName,victimName,attackerMac,victimMac,attackerHost,victimHost,attackerNet,victimNet
2020-03-26 02:32:16,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:32:18,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:32:18,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:32:18,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:32:22,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:32:26,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:35:14,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Interface entered in promiscuous(sniffing) mode.,Network_Activity,,,,,,,,
2020-03-26 02:35:14,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Interface entered in promiscuous(sniffing) mode.,Network_Activity,,,,,,,,
2020-03-26 02:35:14,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Interface entered in promiscuous(sniffing) mode.,Network_Activity,,,,,,,,
2020-03-26 02:35:14,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Interface entered in promiscuous(sniffing) mode.,Network_Activity,,,,,,,,
2020-03-26 02:36:46,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:36:46,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:36:48,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:36:48,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:36:50,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:36:58,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Successful sudo to ROOT executed,Login,,,,,,,,
2020-03-26 02:36:58,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:36:58,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:37:00,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:37:00,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:37:08,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:37:08,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:37:10,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:37:10,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:37:12,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:37:12,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:37:12,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:37:12,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:37:14,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:37:14,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:37:16,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:37:18,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:37:18,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:37:20,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:37:26,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:38:32,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Interface entered in promiscuous(sniffing) mode.,Network_Activity,,,,,,,,
2020-03-26 02:38:32,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Interface entered in promiscuous(sniffing) mode.,Network_Activity,,,,,,,,
2020-03-26 02:38:32,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Interface entered in promiscuous(sniffing) mode.,Network_Activity,,,,,,,,
2020-03-26 02:38:32,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Interface entered in promiscuous(sniffing) mode.,Network_Activity,,,,,,,,
2020-03-26 02:41:48,0.0.0.0,0.0.0.0,0,22,2,2,SSHd: Connection closed,Connection_Closed,,,,,,,,
2020-03-26 02:41:50,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Interface entered in promiscuous(sniffing) mode.,Network_Activity,,,,,,,,
2020-03-26 02:41:50,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Interface entered in promiscuous(sniffing) mode.,Network_Activity,,,,,,,,
2020-03-26 02:42:12,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:42:12,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:42:14,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:42:14,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:42:16,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:42:16,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:42:18,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session opened.,Login,,,,,,,,
2020-03-26 02:42:18,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:42:20,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:42:26,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Login session closed.,Logout,,,,,,,,
2020-03-26 02:45:07,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Interface entered in promiscuous(sniffing) mode.,Network_Activity,,,,,,,,
2020-03-26 02:45:07,0.0.0.0,0.0.0.0,0,0,2,2,HIDS: Interface entered in promiscuous(sniffing) mode.,Network_Activity,,,,,,,,
2020-03-26 02:46:48,0.0.0.0,0.0.0.0,0,22,2,2,SSHd: Connection closed,Connection_Closed,,,,,,,,
2020-03-26 02:51:48,0.0.0.0,0.0.0.0,0,22,2,2,SSHd: Connection closed,Connection_Closed,,,,,,,,
