host_id,name
01193082386443800576000000000000,Server
01193082785926090752000000000000,Server
01194099928448765952000000000000,
01194099952410824704000000000000,
01194185360209481728000000000000,
01194194304877334528000000000000,
01194514621030076416000000000000,Server
01194535594047442944000000000000,Endpoint
01201394969445797888000000000000,Server
2ACC2DE3A4DAFBDD6341A95053A26EB4,Mobile
DE50F247778D65D08080486F960DD4F1,Endpoint
E1A300B04554DA86EB21D734AB62029E,Server
